sell_id,price
1100575026,658752.116782276
1100549428,895010.4011979256
1100658222,949762.5004604427
1100937408,750064.9828140101
1101037972,736987.3954562743
1100912634,782378.8842221224
1101228730,738374.940197486
1100165896,402064.2616040557
1100768262,1892315.0461661199
1101218501,838670.8244990287
1099639378,620657.9668103358
1101117342,1153894.4736988742
1101179448,1529644.6408452443
1101213155,1566513.5747962072
1099119749,455575.52614866407
1101297715,2054064.9872891272
1101140033,1411716.0480207084
1101064868,1813554.9225432114
1101317804,792391.5267287153
1101111488,657960.750933813
1100768272,2005618.5248463254
1100421544,1959777.0452150765
1100722458,885544.6425436699
1101300724,626830.9311814598
1101306824,1795731.8516320286
1101197164,454057.6662322299
1101231413,818271.0217185443
1101304285,838481.9900687187
1100067940,549305.4398753841
1101308288,629697.7246117021
1100894230,560044.4835126044
1101312910,601111.1957627315
1101223694,326491.5512126804
1099639548,592079.8607709708
1099074356,798680.109209443
1100322368,966126.5394036226
1100961472,721066.8780771976
1100845262,570846.540113893
1099988176,320905.150726033
1100042244,322203.68013888923
1101309690,670202.7241842919
1101300574,2510258.5198078807
1101224473,686446.0350352704
1100836784,944981.278712001
1100422398,644303.1746839426
1101314339,1029668.6026794161
1101306219,724041.2097923156
1101242401,232523.20708534276
1101315619,723811.2223416729
1101308178,1010076.508672959
1100097290,1136024.8569046417
1101200833,910269.517102418
1100946856,505641.2717682636
1101307735,2069461.2835421336
1100796864,638048.4194551152
1101311288,928126.3940831287
1101130347,1143606.568571688
1100182840,1924603.1183994787
1101316944,576057.0787973059
1101317802,711918.2990366742
1101313751,479723.09457935195
1101314333,1112835.3675255121
1101231212,656802.4767419248
1098838700,311773.63504838373
1101197137,943187.8335514937
1100988616,788898.4659031798
1100700050,724982.0232608333
1101164707,511644.42100851686
1101063150,857346.5723280949
1101164320,310722.85499140166
1101303664,458840.9826345108
1101006422,591903.784049139
1101255674,386060.9935736374
1101307192,1836632.0041409933
1101276634,997140.1929828688
1100528772,67368.05383283526
1101218500,487533.15290917584
1101241664,1218124.4370515812
1101308609,604970.7759866626
1101288529,897921.9623960967
1100900694,955642.6613853491
1101318094,592128.5996369584
1101126989,1085607.661156093
1101032064,2007390.122108633
1100023440,284715.56707664696
1101315490,608013.1609213845
1101255863,1033701.4921035992
1101310157,751352.6774007304
1101314332,814937.9648229348
1101259960,592614.2591476043
1101313536,464283.5871985614
1100331688,535626.0858777633
1101306825,1139825.4571302864
1100644680,333016.22777325276
1100946562,637724.0983333186
1101300848,1214609.7250682036
1101078714,451136.23539186164
1101164710,1120575.7260940603
1101190444,757962.8071605621
1101313226,1250827.1725388698
1101133971,604474.9717119602
1101300725,490169.9527546873
1101309349,1106758.148751696
1100853384,225410.98054060148
1101251474,1039295.4772767819
1101307712,893822.7538717628
1101179450,502093.0293006339
1101006252,598401.111151605
1101311981,1758505.2055035715
1099149402,373268.47966294317
1100804182,402709.59544046316
1100864328,547126.1800752984
1101051298,1359729.723857662
1101091869,580312.4363820314
1101306698,780145.4204915776
1101305249,565913.2895478753
1100879336,675243.8616171322
1100891940,327693.1956562232
1101112088,361275.3805769536
1101307736,1937690.270051985
1101305455,817455.7417769916
1101318318,713827.5471345945
1101318437,752320.3497254673
1101318340,495406.2632251453
1100491772,533850.7134343323
1101303126,880983.8858269036
1101307737,731761.024454909
1101300723,626622.1660213992
1101109897,1390998.4485065117
1101149022,508060.28209856217
1101305239,633015.9212667855
1100647816,563057.7500745059
1101301811,165534.613166917
1101301999,608327.3552229805
1101302471,874110.5807798454
1101166335,1916141.4224574014
1100550988,711160.397476784
1101289088,1548131.4223470301
1101317178,401067.5559784223
1101301998,824203.9335248303
1101208381,849203.3875346379
1101306765,338617.0994270333
1101228729,497404.46780245035
1101318528,978993.275209207
1101313541,1493131.5042912983
1101313227,1172704.023433707
1101300783,966513.3929486233
1101302131,557165.1628833878
1099526678,560599.5020357439
1101297111,293565.43882844265
1101081978,1628351.7374770592
1101296061,414938.9964978547
1101306699,284252.30816834804
1101295714,882885.7633932066
1101284907,823117.0564323821
1101291784,1381136.8799406511
1101313442,3399619.795323611
1101295706,586509.2742293321
1099911448,696417.5090121868
1101293758,1450552.184711869
1101082771,825075.808596892
1101241145,936156.2693979949
1101279352,903568.0040462541
1101296031,285884.6269648004
1101316899,594999.0734232314
1101290178,501476.92935232696
1099961964,832740.1688114811
1097203184,420653.8935203715
1101287458,937075.6079494817
1100773120,262905.5396685139
1100525252,927180.8542553087
1101295358,776026.1639248944
1101315853,889016.5133423969
1101282844,1215845.9157705295
1101163282,352409.59269980167
1100983440,333957.2865183942
1101216203,363485.14964404394
1099996508,549867.9725724121
1100959630,774175.9623530753
1101291783,701257.9065539544
1100999858,729525.7073674159
1100397208,665778.5647528332
1101315743,251512.66134646354
1101120365,502892.07101125794
1101189161,559545.0026542952
1101285355,551536.1497952447
1101284979,446602.61068512
1100687646,688706.2055041223
1101294007,272341.5965450149
1100380624,983616.3294083235
1101281560,647199.3189328763
1100190708,1037666.6179242104
1101314075,383262.2770931703
1101285356,569183.0411281581
1100512280,1448949.1880508151
1101094061,517414.1973184574
1101028608,743509.3772574136
1101190109,647050.8364122354
1100365512,712573.964436124
1101021218,2281827.154677115
1100632838,594206.4738312756
1101313538,200719.75062673067
1101282265,621518.9691030994
1101283189,600108.0628827605
1097381176,527474.1903729663
1101252047,682665.9930574385
1101285657,346973.35383035726
1101312640,635526.812337442
1101314669,511741.5998843696
1101282447,472616.22786813404
1101314169,931108.1112153638
1101281734,2296772.2964838576
1101278794,618493.210287517
1101286821,552394.7675514381
1101312384,550332.8856835144
1101242888,608315.5832620821
1101286653,583278.2985445311
1100518644,1123162.1338706291
1101285084,680572.7365961119
1100338458,678204.6816155531
1101285174,892028.2862866452
1101131494,602797.8969335192
1100966120,743189.7396925171
1101136734,776688.2431422679
1101138183,851381.6780964307
1100966944,649180.7945126361
1100210074,1584987.196341503
1101277014,1122973.8189698085
1101280324,574661.4321358504
1101282527,612650.635396599
1101179469,1409177.671222243
1101310818,707582.8653058099
1101271132,706633.128838555
1101272241,272171.4791205227
1101277647,915571.9316558114
1101309796,878989.7200225714
1101286781,466383.5474382474
1101285322,554548.6301737666
1101273372,1982832.7335041089
1099915158,604075.3478240782
1100315624,223298.94133374272
1101312463,492744.15709411143
1101149682,567836.7521156641
1100895678,758727.8544476343
1101313365,472854.66203476617
1101099430,529082.0843450939
1097472394,840486.5472401405
1101275394,1831418.9377457038
1101233228,781442.6756956168
1100966114,668111.2225604203
1101282128,682724.6794631358
1101270366,732903.7706521112
1100912350,542762.1880093684
1101283732,558604.3219598533
1100277906,857398.2751147355
1101274739,2069173.951701881
1101180015,513096.6413750144
1101269075,1103418.1729815996
1101276477,600746.3979181449
1101309463,1225938.1187439272
1101276726,1379168.8293448412
1101271642,581315.171252722
1101267776,1294049.1999856904
1100980952,1213211.426069012
1101267105,1577923.8612586015
1101137832,1443118.2769766655
1099983566,367323.03539148316
1101130857,2027163.0211493205
1101051060,689516.29045423
1101271590,1019286.9466626757
1100794742,496248.3981527438
1101276820,453481.4282662759
1101276072,701822.289390681
1100993258,1476855.9413785683
1100334998,440560.0637693052
1101307018,801378.214080529
1100816918,352081.7726811453
1101179477,1931838.4943763183
1100604462,606784.2812362459
1101260906,1949368.5057769031
1101270269,806564.2360068187
1101276310,1607430.2494694956
1101272003,649556.5261690129
1101310730,537033.7343137837
1100610304,803647.8544454289
1101268549,451217.92735847883
1100771366,219616.0552828159
1101258995,1360873.0342590325
1100662506,535544.8592558582
1101266987,1214763.5681378853
1101265613,596600.2125142711
1101276853,516698.45846712304
1101310682,263123.82385031116
1101178925,553452.891450979
1101311125,513520.8378408905
1101135747,502628.9433058717
1101094517,1299145.2605418146
1101263648,818268.8437143374
1101260288,383258.376918841
1101264191,1180137.9486626445
1101061580,562150.7810764468
1101092715,865729.7877702111
1099671810,1210158.0744829627
1101260776,1192836.7050516123
1101135750,420661.68662009435
1101121539,895667.3209155478
1101190602,861109.270276308
1101309940,265888.657489723
1101254552,649648.0399724059
1100999856,566480.055038937
1101258206,787724.4784706114
1101080699,521974.94975991116
1101255582,699111.2262031409
1101244920,764828.6306835014
1100606256,899789.0842974376
1101255508,974914.0362895739
1099690586,1142884.7410771102
1101247820,639616.8694986787
1101256064,732447.2037148569
1101248780,773136.8329471028
1101250731,418632.64500060806
1101227668,231010.90050994078
1099984682,142394.24342585698
1101244608,501211.9136493605
1101254356,488595.3643674775
1101246591,394803.79726574046
1100750414,661778.6116841112
1101239464,1257370.594546484
1101241452,1239928.236106402
1101243435,1097315.4145199887
1101242982,970244.4550941607
1101244825,500947.0371263104
1101241611,844838.5580755793
1101237476,487911.25619024225
1101237475,2269311.7649439974
1101244609,500420.08847072034
1101238018,264692.0740530462
1101239499,1445233.7096388794
1101244922,574619.659257278
1100935804,726725.903460326
1101241861,1134318.0087963312
1101239470,852858.3509108404
1101237474,683149.7442131211
1101240987,623097.7688602923
1101241556,474949.20973092254
1101227219,873567.8753082595
1101241515,453910.94618450536
1100310522,805589.449630864
1101240976,571876.0668309001
1101239493,1990489.0546157784
1101226821,1058952.8853725982
1101294013,1088674.4073750537
1101234831,1742244.4550332353
1101225372,639901.5998150337
1101235330,376387.1276250829
1101084679,468228.97914207104
1101231045,533288.2979825458
1101307800,259548.7206036236
1101224649,525286.4139072052
1101231544,688583.3901433876
1101221249,765080.1092175739
1101229396,862295.827522702
1100848968,513463.96217326843
1101221684,377641.9962462272
1101227510,947440.8595315829
1101223177,416772.2464587425
1101230287,450398.19126696954
1101231041,653234.5189837195
1101229429,1357071.4731823925
1101224951,636027.3599653201
1101231690,514070.8750497493
1101220117,1283872.2670395062
1101231482,616931.0796164146
1101224950,762342.5378932438
1101225562,568418.873911987
1101221039,453373.6490447575
1101306547,1314981.6716174993
1101304208,1257637.0738630213
1101219620,562733.9453155125
